Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile,job_text
1373513885523551,3 to 9 Years,B.Tech,$56K-$109K,Madrid,Spain,40.4637,-3.7492,Temporary,91636,2023-05-29,Male,Terri Grant,540.498.7736,Data Entry Clerk,Record Keeper,Jobs2Careers,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Records management Data entry and retrieval Attention to detail,"Maintain records, files, and documentation in an organized manner. Ensure compliance with record-keeping policies and regulations. Retrieve and update records as needed.",Arconic,"{""Sector"":""Manufacturing"",""Industry"":""Metals"",""City"":""Pittsburgh"",""State"":""Pennsylvania"",""Zip"":""15212"",""Website"":""www.arconic.com"",""Ticker"":""ARNC"",""CEO"":""Timothy D. Myers""}",data entry clerk record keeper record keeper responsible maintaining accurate record database ensuring data integrity assisting data retrieval needed record management data entry retrieval attention detail maintain record file documentation organized manner ensure compliance record keeping policy regulation retrieve update record needed b tech
2828247805840851,5 to 14 Years,MCA,$64K-$130K,Belmopan,Belize,17.1899,-88.4976,Intern,43166,2022-04-23,Female,Misty Martinez,380.691.3619x02555,Registered Nurse,Staff Nurse,Idealist,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Nursing care Patient assessment Medical knowledge,"Provide direct patient care, including assessments, medication administration, and wound care. Monitor patient conditions and vital signs. Collaborate with healthcare teams to develop care plans.","Revlon, Inc.","{""Sector"":""Beauty/Cosmetics"",""Industry"":""Consumer Products - Cosmetics"",""City"":""New York"",""State"":""NY"",""Zip"":""10017"",""Website"":""https://www.revlon.com/"",""Ticker"":""REV"",""CEO"":""Debra G. Perelman""}",registered nurse staff nurse staff nurse provides patient care administers medication collaborates healthcare team ensure well patient clinical setting nursing care patient assessment medical knowledge provide direct patient care including assessment medication administration wound care monitor patient condition vital sign collaborate healthcare team develop care plan mca
2283172037354283,3 to 8 Years,BA,$59K-$89K,Valletta,Malta,35.9375,14.3754,Temporary,99455,2022-01-05,Female,Jennifer House,+1-619-980-1831,Tax Consultant,International Tax Consultant,CareerBuilder,"An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",International tax law knowledge Transfer pricing Cross-border tax planning Tax treaties and agreements Foreign tax credits International tax compliance Transfer pricing documentation Multinational tax strategies Client relationship management Communication skills Tax software proficiency,Specialize in international tax law and cross-border tax issues. Provide guidance on international tax planning and transfer pricing. Ensure compliance with global tax regulations.,Dow,"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""Midland"",""State"":""Michigan"",""Zip"":""48674"",""Website"":""www.dow.com"",""Ticker"":""DOW"",""CEO"":""James R. Fitterling""}",tax consultant international tax consultant international tax consultant focus tax matter related international business operation ensuring compliance global tax law optimizing tax structure international tax law knowledge transfer pricing cross border tax planning tax treaty agreement foreign tax credit international tax compliance transfer pricing documentation multinational tax strategy client relationship management communication skill tax software proficiency specialize international tax law cross border tax issue provide guidance international tax planning transfer pricing ensure compliance global tax regulation ba
1623435902000493,4 to 8 Years,MCA,$57K-$97K,Panama City,Panama,8.5379,-80.7821,Temporary,21827,2021-11-27,Male,Jeffrey Taylor,001-584-504-1210x02876,Investment Analyst,Risk Analyst,FlexJobs,A Risk Analyst assesses and manages financial risks within an organization. They use data analysis and modeling to evaluate potential risks and recommend mitigation strategies.,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Risk assessment Data analysis Financial modeling Risk management tools Regulatory compliance knowledge,"Evaluate investment risks, including market, credit, and operational risks. Develop risk models and stress tests. Implement risk management strategies and controls.",Seaboard,"{""Sector"":""Transportation"",""Industry"":""Food Production"",""City"":""Merriam"",""State"":""Kansas"",""Zip"":""66202"",""Website"":""www.seaboardcorp.com"",""Ticker"":""SEB"",""CEO"":""Robert L. Steer""}",investment analyst risk analyst risk analyst assesses manages financial risk within organization use data analysis modeling evaluate potential risk recommend mitigation strategy risk assessment data analysis financial modeling risk management tool regulatory compliance knowledge evaluate investment risk including market credit operational risk develop risk model stress test implement risk management strategy control mca
61404752885199,5 to 10 Years,M.Com,$62K-$127K,Yaounde,Cameroon,7.3697,12.3547,Temporary,65648,2023-01-24,Female,Erik Reyes,567.329.2839x224,Speech Therapist,Speech Pathologist,Internships.com,"Speech Pathologists diagnose and treat speech, language, and swallowing disorders in patients of all ages. They develop personalized treatment plans to improve communication.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Speech pathology Articulation therapy Language disorders Speech assessment Therapy planning Communication skills,Diagnose and treat a wide range of speech and language disorders across age groups. Use assessment tools and therapeutic techniques. Help individuals improve their communication abilities.,Philip Morris International,"{""Sector"":""Tobacco"",""Industry"":""Tobacco"",""City"":""Stamford"",""State"":""Connecticut"",""Zip"":""6901"",""Website"":""www.pmi.com"",""Ticker"":""PM"",""CEO"":""Jacek Olczak""}",speech therapist speech pathologist speech pathologist diagnose treat speech language swallowing disorder patient age develop personalized treatment plan improve communication speech pathology articulation therapy language disorder speech assessment therapy planning communication skill diagnose treat wide range speech language disorder across age group use assessment tool therapeutic technique help individual improve communication ability com
143807684464195,4 to 8 Years,B.Com,$55K-$105K,Yaounde,Cameroon,7.3697,12.3547,Contract,65183,2023-05-11,Female,Brittney Jacobs,(346)253-9875,Sales Manager,Regional Sales Director,SimplyHired,"Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Sales strategy development Territory management Sales team leadership,Oversee sales activities and strategy for a specific geographic region. Develop sales plans and objectives. Analyze regional market trends and competition.,Enterprise Products Partners,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77002"",""Website"":""www.enterpriseproducts.com"",""Ticker"":""EPD"",""CEO"":""James Teague""}",sale manager regional sale director oversee sale operation within specific region develop sale plan manage regional sale team sale strategy development territory management sale team leadership oversee sale activity strategy specific geographic region develop sale plan objective analyze regional market trend competition b com
972331080088144,4 to 10 Years,BCA,$59K-$123K,Brazzaville,Republic Of Congo,-0.228,15.8277,Full-Time,73840,2022-12-22,Both,Mario Moss,+1-645-574-2948x022,Social Worker,Mental Health Counselor,Monster,"Offer counseling and therapy services to individuals, couples, or groups, helping them address mental health concerns.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Counseling techniques Psychotherapy Mental health assessment Treatment planning Crisis intervention Ethical standards Empathy and active listening Cultural competence Documentation Communication skills Self-care Licensing and certification,Offer mental health counseling and therapy to individuals and groups. Diagnose and treat mental health conditions. Develop treatment plans and monitor progress.,Bayer AG,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""Leverkusen"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.bayer.com"",""Ticker"":""BAYN"",""CEO"":""Werner Baumann""}",social worker mental health counselor offer counseling therapy service individual couple group helping address mental health concern counseling technique psychotherapy mental health assessment treatment planning crisis intervention ethical standard empathy active listening cultural competence documentation communication skill self care licensing certification offer mental health counseling therapy individual group diagnose treat mental health condition develop treatment plan monitor progress bca
832490435008360,5 to 12 Years,PhD,$59K-$114K,Cockburn Town,Turks and Caicos Islands,21.694,-71.7979,Part-Time,25713,2023-01-11,Female,Angela Finley,+1-615-842-2921x6398,Nurse Practitioner,Family Nurse Practitioner,The Muse,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Family medicine Health assessment Pediatric care Chronic disease management Patient education,"Focus on family-centered care, providing healthcare services to individuals and families of all ages. Perform physical exams, order diagnostic tests, and manage chronic conditions. Promote health and wellness.",Carrier Global,"{""Sector"":""HVAC/Industrial"",""Industry"":""Industrial Machinery"",""City"":""Palm Beach Gardens"",""State"":""Florida"",""Zip"":""33418"",""Website"":""www.corporate.carrier.com"",""Ticker"":""CARR"",""CEO"":""David Gitlin""}",nurse practitioner family nurse practitioner family nurse practitioner specialize family centered healthcare providing comprehensive medical care individual age within family context family medicine health assessment pediatric care chronic disease management patient education focus family centered care providing healthcare service individual family age perform physical exam order diagnostic test manage chronic condition promote health wellness phd
1889203015310101,0 to 13 Years,B.Com,$64K-$92K,Phnom Penh,Cambodia,12.5657,104.9909,Temporary,14771,2023-05-06,Male,Christine Hancock,001-896-973-0599x654,Landscape Architect,Urban Planner,Monster,"Develop and implement urban planning strategies, manage land use, and ensure sustainable city development.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Urban design and planning Zoning regulations GIS and mapping tools,"Plan and design urban spaces, parks, and recreational areas. Consider sustainability and community needs in design. Collaborate with city planners and architects.",UnitedHealth Group,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Insurance and Managed Care"",""City"":""Minnetonka"",""State"":""Minnesota"",""Zip"":""55343"",""Website"":""www.unitedhealthgroup.com"",""Ticker"":""UNH"",""CEO"":""Andrew P. Witty""}",landscape architect urban planner develop implement urban planning strategy manage land use ensure sustainable city development urban design planning zoning regulation gi mapping tool plan design urban space park recreational area consider sustainability community need design collaborate city planner architect b com
1932055874260837,5 to 15 Years,B.Tech,$60K-$102K,Monaco,Monaco,43.7384,7.4246,Temporary,90064,2021-10-26,Female,Michael Reeves,779.214.8143x4076,Key Account Manager,Strategic Account Manager,Internships.com,"Strategic Account Managers nurture relationships with key clients. They develop account strategies, address client needs, and seek opportunities for business growth and expansion.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Account management Client relationship Sales strategy Business development Negotiation skills,"Focus on strategic planning for key accounts, identifying long-term goals and growth opportunities. Collaborate with cross-functional teams to meet client needs. Monitor account performance and profitability.",Avnet,"{""Sector"":""Technology"",""Industry"":""Wholesalers: Electronics and Office Equipment"",""City"":""Phoenix"",""State"":""Arizona"",""Zip"":""85034"",""Website"":""www.avnet.com"",""Ticker"":""AVT"",""CEO"":""Philip R. Gallagher""}",key account manager strategic account manager strategic account manager nurture relationship key client develop account strategy address client need seek opportunity business growth expansion account management client relationship sale strategy business development negotiation skill focus strategic planning key account identifying long term goal growth opportunity collaborate cross functional team meet client need monitor account performance profitability b tech
2904879381492355,4 to 14 Years,B.Tech,$63K-$109K,Yerevan,Armenia,40.0691,45.0382,Intern,48875,2023-03-07,Female,Christopher Kemp,451.537.0701x8902,UX Researcher,User Researcher,FlexJobs,"Conduct user research to understand customer needs, preferences, and behaviors to inform product development.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",User research methods Usability testing Data analysis and interpretation,"Conduct user research to understand user behavior, needs, and preferences. Plan and execute user interviews, surveys, and usability studies. Analyze research findings and generate insights.",UGI,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""King of Prussia"",""State"":""Pennsylvania"",""Zip"":""19406"",""Website"":""www.ugicorp.com"",""Ticker"":""UGI"",""CEO"":""Roger Perreault""}",ux researcher user researcher conduct user research understand customer need preference behavior inform product development user research method usability testing data analysis interpretation conduct user research understand user behavior need preference plan execute user interview survey usability study analyze research finding generate insight b tech
2163073019325612,4 to 11 Years,BA,$57K-$125K,Hagatna,Guam,13.4443,144.7937,Temporary,18334,2023-09-13,Male,Carolyn Chung,+1-731-332-4890x8066,Account Manager,Sales Account Manager,FlexJobs,"A Sales Account Manager is responsible for building and maintaining relationships with clients, identifying their needs, and proposing tailored solutions to achieve sales targets.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Account management Sales strategy Negotiation and closing skills,Manage sales accounts and ensure revenue growth. Identify cross-selling and upselling opportunities. Develop account strategies and forecasts.,Disney+,"{""Sector"":""Entertainment/Media Streaming"",""Industry"":""Entertainment - Streaming Services"",""City"":""Burbank"",""State"":""CA"",""Zip"":""91521"",""Website"":""https://www.disneyplus.com/"",""Ticker"":""N/A"",""CEO"":""N/A""}",account manager sale account manager sale account manager responsible building maintaining relationship client identifying need proposing tailored solution achieve sale target account management sale strategy negotiation closing skill manage sale account ensure revenue growth identify cross selling upselling opportunity develop account strategy forecast ba
819507979603011,2 to 10 Years,B.Com,$65K-$88K,Castries,St. Lucia,13.9094,-60.9789,Part-Time,45782,2022-09-28,Both,Seth Martinez,(201)200-6340x5037,Investment Banker,Financial Analyst,USAJOBS,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Financial analysis Data analysis Financial modeling,"Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Create financial models and projections. Collaborate with clients on investment strategies.",General Electric,"{""Sector"":""Conglomerate"",""Industry"":""Industrial Machinery"",""City"":""Boston"",""State"":""Massachusetts"",""Zip"":""2210"",""Website"":""www.ge.com"",""Ticker"":""GE"",""CEO"":""Lawrence Culp""}",investment banker financial analyst financial analyst conduct financial analysis generates report provides insight support decision making budgeting financial planning financial analysis data analysis financial modeling analyze financial data research investment opportunity provide recommendation investment decision create financial model projection collaborate client investment strategy b com
463604673095581,2 to 9 Years,BBA,$65K-$117K,Brazzaville,Republic Of Congo,-0.228,15.8277,Intern,58759,2023-04-08,Female,Tyrone Luna,(688)806-3162x627,IT Support Specialist,Desktop Support Technician,USAJOBS,"Desktop Support Technicians troubleshoot and maintain desktop computer systems, resolving hardware and software problems for users.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Desktop hardware and software troubleshooting Operating system expertise (e.g., Windows, macOS) Remote desktop support Hardware and software upgrades Customer service skills","Install, configure, and maintain desktop computers and peripherals. Perform hardware and software upgrades and repairs. Manage IT inventory and asset tracking.",Brighthouse Financial,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Stock)"",""City"":""Charlotte"",""State"":""North Carolina"",""Zip"":""28277"",""Website"":""www.brighthousefinancial.com"",""Ticker"":""BHF"",""CEO"":""""}",support specialist desktop support technician desktop support technician troubleshoot maintain desktop computer system resolving hardware software problem user desktop hardware software troubleshooting operating system expertise e g window macos remote desktop support hardware software upgrade customer service skill install configure maintain desktop computer peripheral perform hardware software upgrade repair manage inventory asset tracking bba
914610059336401,3 to 12 Years,BA,$61K-$111K,Belmopan,Belize,17.1899,-88.4976,Temporary,40875,2023-08-22,Male,Matthew Jones,001-296-760-9716x74358,Art Director,Art Curator,Internships.com,"An Art Curator is responsible for managing and preserving a collection of artworks. They curate exhibitions, acquire new pieces, and educate the public about the art.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Art history and knowledge Art curation and exhibition planning Collections management Art market trends Cultural awareness,"Curate and manage art collections, exhibitions, and galleries. Research and select artworks for display. Collaborate with artists, collectors, and institutions.",Deutsche Pfandbriefbank AG,"{""Sector"":""Banking"",""Industry"":""Banking & Financial Services"",""City"":""Unterschlei heim"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.pfandbriefbank.com"",""Ticker"":""PBB"",""CEO"":""Andreas Arndt""}",art director art curator art curator responsible managing preserving collection artwork curate exhibition acquire new piece educate public art art history knowledge art curation exhibition planning collection management art market trend cultural awareness curate manage art collection exhibition gallery research select artwork display collaborate artist collector institution ba
401560922349533,5 to 12 Years,PhD,$57K-$125K,New Delhi,India,20.5937,78.9629,Full-Time,42159,2022-09-28,Female,Samantha Ramirez,635.430.4890,Account Executive,Sales Account Executive,Internships.com,"A Sales Account Executive is responsible for acquiring and managing business accounts. They identify sales opportunities, negotiate contracts, and meet revenue targets.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Sales strategies and tactics Account management Relationship building Sales forecasting Industry and product knowledge,Identify and pursue sales opportunities with new and existing clients. Build and maintain client relationships. Meet or exceed sales targets and quotas.,GlaxoSmithKline,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.gsk.com"",""Ticker"":""GSK"",""CEO"":""Emma Walmsley""}",account executive sale account executive sale account executive responsible acquiring managing business account identify sale opportunity negotiate contract meet revenue target sale strategy tactic account management relationship building sale forecasting industry product knowledge identify pursue sale opportunity new existing client build maintain client relationship meet exceed sale target quota phd
1378095303036012,0 to 11 Years,M.Tech,$56K-$94K,Mogadishu,Somalia,5.1521,46.1996,Contract,121311,2021-11-20,Both,Joseph Anderson,297.627.9146,Software Developer,Mobile App Developer,Stack Overflow Jobs,Mobile App Developers design and develop mobile applications for various platforms. They collaborate with cross-functional teams to create user-friendly and functional mobile apps that meet user needs.,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Mobile app development languages (e.g., Java, Swift, Kotlin) Cross-platform development (e.g., React Native, Flutter) Mobile app design principles APIs and web services integration Debugging and troubleshooting",Create mobile applications for iOS and Android platforms. Optimize mobile app performance and user experience. Collaborate with cross-functional teams to define app requirements.,Starbucks,"{""Sector"":""Food and Beverage"",""Industry"":""Food Services"",""City"":""Seattle"",""State"":""Washington"",""Zip"":""98134"",""Website"":""www.starbucks.com"",""Ticker"":""SBUX"",""CEO"":""Laxman Narasimhan""}",software developer mobile app developer mobile app developer design develop mobile application various platform collaborate cross functional team create user friendly functional mobile apps meet user need mobile app development language e g java swift kotlin cross platform development e g react native flutter mobile app design principle apis web service integration debugging troubleshooting create mobile application io android platform optimize mobile app performance user experience collaborate cross functional team define app requirement tech
2016798883546699,1 to 11 Years,BCA,$65K-$121K,Islamabad,Pakistan,30.3753,69.3451,Intern,54212,2023-02-28,Both,Margaret Nguyen,001-975-299-9998x961,Project Manager,Agile Project Manager,The Muse,"The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira)","Facilitate agile project development, collaborate with cross-functional teams, and manage project backlogs and sprints. Coach and mentor team members on agile practices. Drive continuous improvement of agile processes.",Hindalco Industries,"{""Sector"":""Aluminum"",""Industry"":""Aluminum and Copper Manufacturing"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400025"",""Website"":""https://www.hindalco.com/"",""Ticker"":""HINDALCO"",""CEO"":""Satish Pai""}",project manager agile project manager agile project manager lead agile team facilitating effective project development delivery use agile methodology manage task prioritize work adapt changing requirement fostering collaboration among team member agile methodology scrum kanban team collaboration agile tool e g jira facilitate agile project development collaborate cross functional team manage project backlog sprint coach mentor team member agile practice drive continuous improvement agile process bca
1698918376329291,4 to 13 Years,MCA,$65K-$84K,Bandar Seri Begawan,Brunei,4.5353,114.7277,Full-Time,110983,2023-01-20,Male,Meghan Hurst,+1-824-762-0482x198,Civil Engineer,Structural Engineer,SimplyHired,"A Structural Engineer designs and analyzes the structural integrity of buildings, bridges, and other structures. They ensure safety and compliance with engineering standards.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Structural engineering principles Structural analysis and design software (e.g., AutoCAD, SAP2000) Building codes and standards Project management Structural integrity assessment",Design and analyze structural components and systems for buildings and infrastructure projects. Ensure structural safety and compliance with codes and standards. Collaborate with architects and contractors.,Lincoln National,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Stock)"",""City"":""Radnor"",""State"":""Pennsylvania"",""Zip"":""19087"",""Website"":""www.lfg.com"",""Ticker"":""LNC"",""CEO"":""Ellen G. Cooper""}",civil engineer structural engineer structural engineer design analyzes structural integrity building bridge structure ensure safety compliance engineering standard structural engineering principle structural analysis design software e g autocad sap2000 building code standard project management structural integrity assessment design analyze structural component system building infrastructure project ensure structural safety compliance code standard collaborate architect contractor mca
1786307353547155,0 to 8 Years,BCA,$55K-$96K,Yaounde,Cameroon,7.3697,12.3547,Part-Time,85922,2021-11-25,Both,Julie Valenzuela,987-253-7744x397,Customer Service Manager,Service Quality Assurance Manager,The Muse,"Service Quality Assurance Managers monitor and evaluate service quality in an organization. They develop quality standards, conduct audits, analyze customer feedback, and implement improvements to ensure consistent high-quality service delivery.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Quality assurance Quality control Process improvement Audit procedures Compliance standards Root cause analysis,Ensure service quality and consistency by defining and implementing QA standards and processes. Conduct regular quality audits and provide feedback to the team. Identify areas for improvement and training.,HCL Technologies,"{""Sector"":""Information Technology"",""Industry"":""Information Technology and Services"",""City"":""Noida"",""State"":""Uttar Pradesh"",""Zip"":""201301"",""Website"":""https://www.hcltech.com/"",""Ticker"":""HCLTECH"",""CEO"":""C. Vijayakumar""}",customer service manager service quality assurance manager service quality assurance manager monitor evaluate service quality organization develop quality standard conduct audit analyze customer feedback implement improvement ensure consistent high quality service delivery quality assurance quality control process improvement audit procedure compliance standard root cause analysis ensure service quality consistency defining implementing qa standard process conduct regular quality audit provide feedback team identify area improvement training bca
1119902432552693,4 to 13 Years,MBA,$59K-$101K,Gaza,West Bank and Gaza,31.9522,35.2332,Full-Time,22971,2022-03-11,Male,Phillip Singh,497-484-1075x937,Procurement Manager,Procurement Analyst,Idealist,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,Analyze procurement data and trends to support decision-making. Conduct supplier evaluations and performance assessments. Assist in procurement planning and forecasting.,Nestle India,"{""Sector"":""Food & Beverages"",""Industry"":""Food and Beverage"",""City"":""Gurgaon"",""State"":""Haryana"",""Zip"":""122002"",""Website"":""https://www.nestle.in/"",""Ticker"":""NESTLEIND"",""CEO"":""Suresh Narayanan""}",procurement manager procurement analyst analyze procurement data identify cost saving opportunity support procurement process procurement process vendor assessment contract negotiation purchase order management spend analysis market research supplier relationship management data analysis problem solving attention detail communication skill financial acumen analyze procurement data trend support decision making conduct supplier evaluation performance assessment assist procurement planning forecasting mba
2905315612084623,3 to 10 Years,B.Com,$63K-$114K,Roseau,Dominica,15.4149,-61.3705,Intern,87873,2022-11-09,Female,Steven Smith,+1-428-826-0590,Substance Abuse Counselor,Family Counselor,Monster,"A Family Counselor works with families to address interpersonal issues, improve communication, and resolve conflicts, fostering healthier family dynamics.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Family counseling Marriage and family therapy Conflict resolution skills,Work with the families of individuals facing substance abuse challenges. Provide education and therapy to improve family dynamics and support networks. Collaborate with treatment teams.,Electrocomponents,"{""Sector"":""Electronics"",""Industry"":""Electronics/Components"",""City"":""London"",""State"":""England"",""Zip"":""NW1 3FB"",""Website"":""https://www.electrocomponents.com/"",""Ticker"":""ECM"",""CEO"":""Lindsley Ruth""}",substance abuse counselor family counselor family counselor work family address interpersonal issue improve communication resolve conflict fostering healthier family dynamic family counseling marriage family therapy conflict resolution skill work family individual facing substance abuse challenge provide education therapy improve family dynamic support network collaborate treatment team b com
1070094687163912,1 to 15 Years,MCA,$64K-$82K,Castries,St. Lucia,13.9094,-60.9789,Intern,77894,2021-11-28,Female,Frederick Cox,+1-614-417-9918x62672,Supply Chain Analyst,Logistics Analyst,CareerBuilder,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,"Analyze and optimize logistics and supply chain processes, including transportation and warehousing. Monitor inventory levels and track shipments. Identify cost-saving opportunities.",Community Health Systems,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Medical Facilities"",""City"":""Franklin"",""State"":""Tennessee"",""Zip"":""37067"",""Website"":""www.chs.net"",""Ticker"":""CYH"",""CEO"":""Tim L. Hingten""}",supply chain analyst logistics analyst logistics analyst analyzes optimizes logistics supply chain operation identifying cost saving opportunity improving transportation efficiency enhancing supply chain performance supply chain analysis data analytics inventory management transportation planning problem solving analyze optimize logistics supply chain process including transportation warehousing monitor inventory level track shipment identify cost saving opportunity mca
2853459439973158,0 to 9 Years,B.Tech,$56K-$125K,London,UK,55.3781,-3.436,Intern,58034,2022-08-03,Male,Gerald Morris,(420)565-7357x086,Data Engineer,Data Architect,Indeed,"A Data Architect designs and manages data infrastructure, ensuring data availability, security, and integrity while aligning data systems with business goals and requirements.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Data architecture design Database management systems Data modeling,Design data architecture and systems to meet business needs. Develop data models and database schemas. Ensure data security and compliance.,Equitable Holdings,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Stock)"",""City"":""New York"",""State"":""New York"",""Zip"":""10104"",""Website"":""www.equitableholdings.com"",""Ticker"":""EQH"",""CEO"":""Mark Pearson""}",data engineer data architect data architect design manages data infrastructure ensuring data availability security integrity aligning data system business goal requirement data architecture design database management system data modeling design data architecture system meet business need develop data model database schema ensure data security compliance b tech
1853009264735274,3 to 9 Years,MCA,$64K-$83K,Kabul,Afghanistan,33.9391,67.71,Part-Time,128742,2022-04-21,Male,Mary Mccormick,(814)631-5795x7142,Sales Manager,Regional Sales Director,Jobs2Careers,"Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Sales strategy development Territory management Sales team leadership,Oversee sales activities and strategy for a specific geographic region. Develop sales plans and objectives. Analyze regional market trends and competition.,Bajaj Finserv,"{""Sector"":""Financial Services"",""Industry"":""Banking and Financial Services"",""City"":""Pune"",""State"":""Maharashtra"",""Zip"":""411014"",""Website"":""https://www.bajajfinserv.in/"",""Ticker"":""BAJAJFINSV"",""CEO"":""Sanjiv Bajaj""}",sale manager regional sale director oversee sale operation within specific region develop sale plan manage regional sale team sale strategy development territory management sale team leadership oversee sale activity strategy specific geographic region develop sale plan objective analyze regional market trend competition mca
